50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.825898,,,,,,,,,,,,,f8a267c7-6b12-4d55-a6fa-af78682551df,17,,"[39.7, 47.7]",3895202,0,,,,-1.6042411,,Right Foot,,,"[38.8, 20.8]",,Ground Pass,,26.915052,,Junior Castello Lukeba,40185.0,,,,,,1,From Kick Off,Lukas Klostermann,8507.0,Right Center Back,2,RB Leipzig,182,['085347ef-64cd-4b7a-8f00-c3572f679456'],4,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:04.682,Pass,
,,,,,,,,,,,,,,,,1.055825,,,,,,,,,,,,,fa83d8d2-6738-427a-aa63-3affd22ca3a0,20,,"[39.3, 19.8]",3895202,0,,,,-1.3309393,,Left Foot,,,"[43.8, 1.4]",,Ground Pass,,18.94228,,David Raum,12034.0,,,,,,1,From Kick Off,Junior Castello Lukeba,40185.0,Left Center Back,2,RB Leipzig,182,['2c4b7308-6b6d-41b7-bc1e-86cb098fd234'],7,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:07.430,Pass,
,,,,,,,,,,,,,,,,0.202653,,,,,,,,,,,,,6069f2b6-cffc-4728-9baf-8477fe0c035a,23,,"[43.0, 4.2]",3895202,0,,,,-0.1906389,,Left Foot,,,"[48.7, 3.1]",,Low Pass,,5.80517,Incomplete,,,,,,,,1,From Kick Off,David Raum,12034.0,Left Back,2,RB Leipzig,182,['0238ef92-4e5d-482b-859e-03d2da3e4c80'],9,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:09.646,Pass,
,,,,,,,,,,,,,,,,0.845584,,,,,,,,,,,,,a62516d3-7278-477e-bcea-2f49cd01eb69,25,,"[34.3, 3.5]",3895202,0,,,,3.0548544,,Left Foot,,,"[20.5, 4.7]",,Ground Pass,,13.852076,,Junior Castello Lukeba,40185.0,,,,,Recovery,1,From Kick Off,David Raum,12034.0,Left Back,2,RB Leipzig,182,['a1da3d3c-fa56-436d-aa0f-bb1143ef75b8'],11,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:11.783,Pass,
,,,,,,,,,,,,,,,,1.565884,,,,,,,,,,,,,ed48e2cf-c16d-48ef-b557-65fcf2568518,28,,"[18.7, 9.4]",3895202,0,,,,1.9048094,,Left Foot,,,"[9.4, 36.2]",,Ground Pass,,28.367764,,Janis Blaswich,15155.0,,,,,,1,From Kick Off,Junior Castello Lukeba,40185.0,Left Center Back,2,RB Leipzig,182,['39e60363-8549-46ed-8373-6f6d6658f558'],13,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:13.884,Pass,
,,,,,,,,,,,,,,,,1.719493,,,,,,,,,,,,,62c6e391-3479-43c5-bd33-adac480b04bf,32,,"[13.2, 37.4]",3895202,0,,,,1.4805251,,Left Foot,,,"[15.3, 60.6]",,Ground Pass,,23.29485,,Lukas Klostermann,8507.0,,,,,,1,From Kick Off,Janis Blaswich,15155.0,Goalkeeper,2,RB Leipzig,182,"['775ee6b7-86d6-4d9a-9fe0-ce8af38c2389', '93204eb0-861f-49b0-83ff-d6458d0c0e22']",19,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:19.553,Pass,True
,,,,,,,,,,,,,,,,0.865851,,,,,,,,,,,,,4a243600-2f92-41b8-a0f0-60a22beb2439,35,,"[16.6, 65.8]",3895202,0,,,,-0.3291396,,Right Foot,,,"[40.9, 57.5]",,High Pass,,25.678396,Incomplete,,,,,,,,1,From Kick Off,Lukas Klostermann,8507.0,Right Center Back,2,RB Leipzig,182,['7e1e1f16-00d5-4642-b046-74c072f0b373'],22,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:22.573,Pass,
,,,,,,,,,,,,,,,,1.605798,,,,,,,,,,,,,7e1e1f16-00d5-4642-b046-74c072f0b373,36,,"[79.2, 22.6]",3895202,0,,,,-0.2234766,,Left Foot,,,"[92.4, 19.6]",,Low Pass,,13.536617,,Florian Wirtz,40724.0,,,,,Recovery,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,2,RB Leipzig,182,"['06c11639-ace4-4a30-8ab0-5fed675fd3bb', '4a243600-2f92-41b8-a0f0-60a22beb2439']",23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:23.439,Pass,
,,,,,,,,,,,,,,,,0.569227,,,,,,,,,,,,,60e5ae96-cae2-4656-8208-25db4eec455e,43,,"[34.5, 55.3]",3895202,0,,,,-0.51623064,,Right Foot,,,"[41.9, 51.1]",,Ground Pass,,8.508819,,Benjamin Šeško,38759.0,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,2,RB Leipzig,182,['d0a567cf-e1ec-4ea4-8a78-361c1b0f7d8b'],27,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:27.607,Pass,
,,,,,,,,,,,,,,,,0.552446,,,,,,,,,,,,,dbd2df25-2e76-4f23-a186-50fd0a240d5d,46,,"[41.9, 51.1]",3895202,0,,,,-2.425051,,Right Foot,,,"[35.7, 45.7]",,Ground Pass,,8.221922,,Ikoma Loïs Openda,16275.0,,,,,,1,From Kick Off,Benjamin Šeško,38759.0,Right Center Forward,2,RB Leipzig,182,['dd8a5bbf-2cc6-4067-bb72-3edc0807f2e3'],28,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:28.381,Pass,
,,,,,,,,,,,,,,,,1.771574,,,,,,,,,,,,,0ef90f89-0600-4150-9edf-2d23f5a0a410,49,,"[35.5, 36.2]",3895202,0,,,,-1.3939402,,Left Foot,,,"[39.7, 12.7]",,Ground Pass,,23.87237,,David Raum,12034.0,,,,,,1,From Kick Off,Ikoma Loïs Openda,16275.0,Left Center Forward,2,RB Leipzig,182,['86c51377-3baa-4f54-88ad-ce46bd4658c4'],30,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:30.157,Pass,
,,,,,,,,,,,,,,,,1.262006,,,,,,,,,,,,,079d66c2-b7fa-4ee7-910c-8ca2360f5734,52,,"[39.3, 13.0]",3895202,0,,,,2.50757,,Left Foot,,,"[25.7, 23.0]",,Ground Pass,,16.880758,,Junior Castello Lukeba,40185.0,,,,,,1,From Kick Off,David Raum,12034.0,Left Back,2,RB Leipzig,182,['1d412b3d-8e01-4f04-bc72-ded8340f53d6'],33,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:33.241,Pass,
,,,,,,,,,,,,,,,,2.220395,,,,,,,,,,,,,9d564e98-d546-4416-9df3-c11cea090e4e,55,,"[26.7, 27.0]",3895202,0,,,,1.3986055,,Left Foot,,,"[31.5, 54.6]",,Ground Pass,,28.014282,,Lukas Klostermann,8507.0,,,,,,1,From Kick Off,Junior Castello Lukeba,40185.0,Left Center Back,2,RB Leipzig,182,['fe4d36bb-b2ef-4884-93a0-de119b04e837'],35,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:35.693,Pass,
,,,,,,,,,,,,,,,,3.60921,,,,,,,,,,,,,6438c9b6-b055-42ad-9b3a-f664a0e015cc,58,,"[34.5, 53.4]",3895202,0,,,,0.23313412,,Right Foot,,,"[86.3, 65.7]",,High Pass,,53.240303,,Ikoma Loïs Openda,16275.0,,,,,,1,From Kick Off,Lukas Klostermann,8507.0,Right Center Back,2,RB Leipzig,182,['1d931fc3-2cb4-4312-bece-8a434396bc95'],38,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:38.786,Pass,
,,,,,,,,,,,,,,,,0.760812,,,,,,,,,,,,,f625d9f3-b67b-42fa-8be9-4a6d9e70984f,62,,"[87.2, 75.9]",3895202,0,,,,-3.0584514,,Right Foot,,,"[72.8, 74.7]",,Ground Pass,,14.449913,,Mohamed Simakan,30360.0,,,,,,1,From Kick Off,Ikoma Loïs Openda,16275.0,Left Center Forward,2,RB Leipzig,182,['dfa79ae6-5853-407e-b267-a2f73e51014f'],47,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:47.208,Pass,
,,,,,,,,,,,,,,,,0.18685,,,,,,,,,,,,,3ecb1dfc-f8bf-4938-bfce-4f6e52079ea6,66,,"[71.9, 77.1]",3895202,0,,,,-0.063743316,,Right Foot,,,"[76.6, 76.8]",,Low Pass,,4.7095647,Incomplete,Ikoma Loïs Openda,16275.0,,,,,,1,From Kick Off,Mohamed Simakan,30360.0,Right Back,2,RB Leipzig,182,"['b1e42313-1c04-4aa7-aced-2af927a58c82', 'b87f9751-622a-4549-bf03-4b8a4f66cbf4']",49,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:49.731,Pass,
,,,,,,,,,,,,,,,,1.334765,,,,,,,,,,,,,0a229a90-cf68-43b8-97dd-17238d4f8b19,69,,"[85.4, 80.0]",3895202,0,True,,,-2.8070924,,,,,"[69.0, 74.3]",,Low Pass,,17.362316,,Lukas Klostermann,8507.0,,,,,Throw-in,1,From Throw In,Mohamed Simakan,30360.0,Right Back,3,RB Leipzig,182,['efb33622-6511-4d2e-9394-b0f1097c4071'],56,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:56.260,Pass,
,,,,,,,,,,,,,,,,1.829347,,,,,,,,,,,,,1d3ded5c-4566-4a61-b09a-72fef14e4640,71,,"[62.4, 66.7]",3895202,0,,,,-1.5798051,,Right Foot,,,"[62.2, 44.5]",,Ground Pass,,22.200901,,Junior Castello Lukeba,40185.0,,,,,,1,From Throw In,Lukas Klostermann,8507.0,Right Center Back,3,RB Leipzig,182,['d63eff6e-ae89-47f9-98ad-e87c00e1edc6'],59,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:00:59.318,Pass,
,,,,,,,,,,,,,,,,1.382162,,,,,,,,,,,,,c589c006-80bc-4e86-9a92-20e08995cb42,74,,"[62.0, 36.4]",3895202,1,,,,-1.4284433,,Left Foot,,,"[66.4, 5.7]",,Ground Pass,,31.013706,,David Raum,12034.0,,,,,,1,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,3,RB Leipzig,182,['10fcaf7c-153c-4118-972a-046baa528cc4'],2,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:02.225,Pass,
,,,,,,,,,,,,,,,,1.297605,,,,,,,,,,,,,2f3ef5a2-c889-4a14-b615-fed1c71096f4,77,,"[63.2, 13.3]",3895202,1,,,,2.3716972,,Left Foot,,,"[50.1, 26.0]",,Ground Pass,,18.245548,,Junior Castello Lukeba,40185.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,3,RB Leipzig,182,['10b8ecbd-7802-4825-a0eb-931e6b665f96'],6,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:06.302,Pass,
,,,,,,,,,,,,,,,,1.468259,,,,,,,,,,,,,ff3412f3-8f99-495f-880b-e23c04c87e9d,81,,"[44.0, 34.1]",3895202,1,,,,-3.1087098,,Left Foot,,,"[28.8, 33.6]",,Ground Pass,,15.208221,,Janis Blaswich,15155.0,,,,,,1,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,3,RB Leipzig,182,"['654a5e01-14f3-4ca0-8bce-19308dcb26e3', 'a3de07b6-cfc2-4ac9-9195-f5a59c946448']",8,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:08.872,Pass,True
,,,,,,,,,,,,,,,,1.485068,,,,,,,,,,,,,bd70f423-3c64-40bf-a458-07f08272a99d,84,,"[29.1, 30.5]",3895202,1,,,,-1.2843252,,Right Foot,,,"[36.7, 4.7]",,Ground Pass,,26.896097,,David Raum,12034.0,,,,,,1,From Throw In,Janis Blaswich,15155.0,Goalkeeper,3,RB Leipzig,182,['5ca77e8f-58bf-48fc-8056-0e22d9c6afbe'],10,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:10.666,Pass,
,,,,,,,,,,,,,,,,1.581487,,,,,,,,,,,,,534b9bf7-9019-43bd-9fcb-207d7336196d,87,,"[37.4, 3.3]",3895202,1,,,,0.18179399,,Left Foot,,,"[64.6, 8.3]",,High Pass,,27.65574,,Benjamin Šeško,38759.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,3,RB Leipzig,182,['0eb05ba4-cff6-4ad2-82a8-1ab6bf300e37'],13,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:13.956,Pass,
,,,,,,,,,,,,,,,,0.605505,,,,,,,,,,,,,95924f15-3baf-49f6-aa90-b2f5b4378226,92,,"[57.9, 72.8]",3895202,1,,,,-2.003204,,Left Foot,,,"[55.5, 67.6]",,Ground Pass,,5.7271285,,Granit Xhaka,3500.0,,,,,Recovery,1,Regular Play,Josip Stanišić,49337.0,Right Center Back,4,Bayer Leverkusen,904,['41cd1884-3dd0-418f-8df1-420a25cc2c9a'],17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.600,Pass,
,,,,,,,,,,,,,,,,0.425727,,,,,,,,,,,,,1e02e1c3-9dc6-4155-b5b8-c473d153ebfc,96,,"[55.5, 68.7]",3895202,1,,,,2.4053352,,Left Foot,,,"[52.3, 71.6]",,Ground Pass,,4.3185644,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,4,Bayer Leverkusen,904,['9e042543-13fe-42a2-bc96-815688228047'],18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:18.440,Pass,
,,,,,,,,,,,,,,,,1.442747,,,,,,,,,,,,,d548a069-d17b-4425-a755-33e25cdbf961,100,,"[51.8, 73.0]",3895202,1,,,,0.47734538,,Right Foot,,,"[60.5, 77.5]",,Ground Pass,,9.794897,,Josip Stanišić,49337.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,4,Bayer Leverkusen,904,['d75551a7-2629-4838-b22f-a2e6af8cff0a'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:19.454,Pass,
,,,,,,,,,,,,,,,,0.138392,,,,,,,,,,,,,92fa36f0-ffd1-40e7-869a-9c7e8362a91b,102,,"[61.0, 79.1]",3895202,1,,,,0.11848996,,Right Foot,,,"[65.2, 79.6]",,Low Pass,,4.229657,Incomplete,Jeremie Frimpong,32712.0,,,,,,1,Regular Play,Josip Stanišić,49337.0,Right Center Back,4,Bayer Leverkusen,904,"['0eb3243a-e22e-4a82-b0fb-6de5d7a4c0d4', '875c5c79-e352-456d-adef-0d227b99e973']",20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:20.897,Pass,
,,,,,,,,,,,,,,,,0.586018,,,,,,,,,,,,,8e45edbc-216e-4a0d-9daf-82da3bd218af,106,,"[56.3, 0.1]",3895202,1,True,,,2.763372,,,,,"[41.2, 6.1]",,Low Pass,,16.248384,,Junior Castello Lukeba,40185.0,,,,,Throw-in,1,From Throw In,David Raum,12034.0,Left Back,5,RB Leipzig,182,['49f91f28-6bf6-4710-bbb8-9c3da222e194'],27,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:27.995,Pass,
,,,,,,,,,,,,,,,,1.56695,,,,,,,,,,,,,858b9a14-a2c0-4b14-ab92-297524fe0ca9,108,,"[38.1, 12.5]",3895202,1,,,,1.6830497,,Left Foot,,,"[35.0, 40.0]",,Ground Pass,,27.674175,,Lukas Klostermann,8507.0,,,,,,1,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,5,RB Leipzig,182,['842c2b9e-2f71-430f-8ee5-0ad772d77e71'],29,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:29.533,Pass,
,,,,,,,,,,,,,,,,0.808739,,,,,,,,,,,,,ac65648f-bb2b-469c-9599-bfb84258cae3,111,,"[37.1, 44.0]",3895202,1,,,,0.26857942,,Left Foot,,,"[48.0, 47.0]",,Ground Pass,,11.305308,,Nicolas Seiwald,39460.0,,,,,,1,From Throw In,Lukas Klostermann,8507.0,Right Center Back,5,RB Leipzig,182,['adca02eb-416f-4922-bc28-5122ceef946d'],35,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:35.584,Pass,
,,,,,,,,,,,,,,,,0.933054,,,,,,,,,,,,,eff88fb9-778c-4114-969a-01326c469f5d,114,,"[46.6, 48.2]",3895202,1,,,,3.1415927,,Left Foot,,,"[37.3, 48.2]",,Ground Pass,,9.3,,Lukas Klostermann,8507.0,,,,,,1,From Throw In,Nicolas Seiwald,39460.0,Right Defensive Midfield,5,RB Leipzig,182,['91e9e084-489d-485f-b3b6-77fa4228c7cb'],36,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:36.473,Pass,
,,,,,,,,,,,,,,,,1.611617,,,,,,,,,,,,,62b434cf-3111-4086-8111-786930f716dd,117,,"[36.0, 45.7]",3895202,1,,,,-1.8070416,,Right Foot,,,"[30.8, 24.1]",,Ground Pass,,22.21711,,Junior Castello Lukeba,40185.0,,,,,,1,From Throw In,Lukas Klostermann,8507.0,Right Center Back,5,RB Leipzig,182,['1d1f176c-1318-4a28-928f-9f593be439b3'],38,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:38.979,Pass,
,,,,,,,,,,,,,,,,1.511973,,,,,,,,,,,,,b0abbcc6-6e5f-4f82-9d89-f8116b1ff326,120,,"[32.1, 23.7]",3895202,1,,,,-1.3705463,,Right Foot,,,"[36.2, 3.5]",,Ground Pass,,20.611889,,David Raum,12034.0,,,,,,1,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,5,RB Leipzig,182,['186f908a-2071-49bf-965e-bb78955b7ba2'],41,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:41.627,Pass,
,,,,,,,,,,,,,,,,1.263808,,,,,,,,,,,,,1ae62676-dff0-4bc2-ba15-9bf77288e6bf,123,,"[37.3, 4.2]",3895202,1,,,,2.401147,,Left Foot,,,"[22.2, 18.0]",,Ground Pass,,20.45605,,Junior Castello Lukeba,40185.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,5,RB Leipzig,182,['f6f9a3af-bfe9-43c6-8360-b9cc6154046a'],44,,,,,,,,,,,,,,,,,,RB Leipzig,182,00:01:44.004,Pass,
